comment,sentiment
四川长虹下设公司采购系统现漏洞 员工骗近500万货款,0
四川省市场监督管理局关于7批次食品不合格情况的公告（2020年第1号）,0
斯玛特财务负责人周艳萍辞职 不持有公司股份,1
思美传媒(002712.SZ)：王秀娟累计减持43.78万股 减持计划实施完毕,0
说好不打价格战的顺丰，又双叒叕降价了,0
双林生物拟核销1.72亿其他应收账款：多次追讨无法收回 前三季度净利润1.27亿元,1
双林生物核销其他应收款1.7亿元 控股股东所持股份已全部质押,1
双林生物核销1.72亿坏账 账龄绝大部分10年以上,1
数字认证：北京市属部门数字证书采购方式变化或对公司产生影响,0
数据显示 中国APP正在失去印度应用市场的绝对优势,1
受经济放缓及暖冬打击 美国液化天然气出口受压,1
受经济放缓及暖冬打击 美国液化天然气出口受压,1
首创置业沽江苏地股权 套现11亿人币,1
首创置业：10.66亿元转让苏州泓昶置业94%股权,1
收到这样的汇票，要小心了！多家建筑类央企被冒开虚假电子汇票，上海票交所刚刚提示风险,1
是否可能损害上市公司利益？茂业商业因向控股子公司股东提供借款收问询函,1
是否存在以股抵债的安排？华映科技股权变动遭问询,1
是否存在年末突击交易情形？千山药机收关注函,0
市场消息：10家大型铜冶炼企业计划联合减产基本属实,1
市场监管总局：12批次自动电饭锅经检测质量不合格,0
市场缓慢回暖 服装行业离“春天”还有多远,1
市场缓慢回暖 服装行业离“春天”还有多远,1
市场饱和了？销量破千亿的女装市场 今年增幅或放缓至2.7%,1
世龙实业(002748.SZ)：新世界投资减持期届满 累计减持1.0061%股份,1
实控人涉嫌内幕交易春兴精工跌停 董监高们早就跑了?,1
实控人拟变更 博汇纸业复牌后“一字”涨停,1
实控人辞职离场 世荣兆业再添变数,1
时代IPO | 精英数智持续经营能力堪忧，财报现多处会计差错更正,1
石破天惊！身价骤变！幕后竟是……,0
石家庄：网购车平台投诉突出,0
石基信息(002153.SZ)拟核销的应收账款及其他应收款余额为298万元,1
十余款APP因过度收集个人信息收到检察建议，过去一年间，公益诉讼都有哪些新进展,1
十亿起步，快递大佬减持凶猛,0
盛运环保收关注函：茂博集团为何代关联方清偿占用资金,0
盛运环保收关注函：47亿巨额债务化解进展如何？,0
盛运环保收关注函 说明茂博集团代公司关联方清偿占用资金的原因,0
盛运环保收关注函,0
盛运环保收关注函,0
盛运环保18亿资产重组引深交所关注：是否与公司控股股东、董监高存在利益安排,0
盛屯矿业(600711.SH)：林奋生已减持0.52%的股份 持股降至4.99%,1
圣济堂拟剥离化工业务 大健康扛旗面临挑战,1
声称权益被“绑架” 聚力文化新任董事提请离职,0
声称权益被“绑架” 聚力文化新任董事提请离职,1
生鲜零售「遇难」，阿里也无计可施,0
生鲜电商惊雷过后：寡头相争，行业向上,0
生鲜电商行业再迎洗牌 网上“菜篮子”经营困局难解,1
生鲜电商行业再迎洗牌 网上“菜篮子”经营困局难解,1
生鲜电商行业遇变局 前置仓模式是伪命题？,1
生鲜电商 活下来好难,1
生鲜电商 活下来好难,1
神州优车神操作，员工当众宣读自己被裁，回应称已给补偿方案,1
神州优车卷入裁员风波，车闪贷曾被疑套路贷，收购宝沃陷巨额亏损,1
神州优车回应工位宣读解聘：HR深度自责 在闭门自省,1
神州优车回应工位宣读裁员：还需讲究方式方法,1
神州优车回应裁员风波：前期曾与该员工进行反复沟通,1
神州优车回应HR当面裁员：早已提供补偿方案，方式欠妥,1
神州优车工位宣读裁员：单方面解除合同，不服可去仲裁委,1
神州优车单方面解除员工劳动合同？公关负责人王涛：HR深度自责闭门自省,1
神州优车裁员简单粗暴惹争议，官方承认方式欠妥,1
神舟优车被爆强制裁员，HR称有意见可以去找仲裁委,1
神农科技子公司被罚预计减少过亿利润 连续五年主业亏损曾涉业绩造假,0
神农科技子公司被罚预计减少过亿利润 连续五年主业亏损曾涉业绩造假,1
神农科技子公司被罚或减过亿利润 连续五年主业亏损,0
神农科技子公司被罚或减过亿利润 连续五年主业亏损,1
神秘石油大佬数十亿暴雷！曾遭“举牌”未披露，股东套现黯然离场,0
神城A退聘请山西证券任公司在新三板挂牌的主办券商,1
深深爱免去邓文斌副总经理职务 持有公司0.29%股份,0
深深爱免去邓文斌副总经理职务 持有公司0.29%股份,1
深交所向拉卡拉下发关注函：披露高送转方案的主要考虑及其合理性,1
深交所向拉卡拉下发关注函 说明公司认为确有必要披露高送转方案的主要考虑,1
深交所向拉卡拉下发关注函,1
深交所问询拉卡拉：上市当年披露高送转是否为炒作股价,1
深交所“盯上”拉卡拉：抢发高送转是否炒作,1
社忧网络免去夏昕董事长职务 持有公司9.09%股份,1
社科院：一线城市2020年下半年房价稳定难度可能加大,1
社科院：2020年初房地产市场“小阳春”或难再现,1
上市药企靠“贴膘”过冬？有公司1.5亿补助超前三季总营收,1
上市公司年末花样“爆雷”,0
上市公司年末花样“爆雷”,1
上交所公开谴责澄星股份及其控股股东、时任高管等,0
上交所公开谴责澄星股份及其控股股东、时任高管等,1
上交所对中再资源及其董秘予以监管关注,1
上交所：将ST华仪调出上证环保等指数样本股,0
上海最大民办大学运营方建桥教育启动招股 未来业绩增长靠涨学费？,1
上海地王“进退两难”,0
商誉暴雷后的汤臣倍健将何去何从？,0
陕西金叶(000812.SZ)：第一大股东质押展期5400万股,0
山西药监局：12家企业24批次中药饮片不合规 涉河北凯达药业等,1
山西汾酒上市公司董事长要回归 原总经理常建伟蹊跷降为副总经理,1
山东省药监局成立化妆品专题督导组，整改《问政山东》曝光问题,1
山东国信(01697.HK)今早起停牌待发收购合併之内幕消息,1
森远股份：变更董事会秘书,1
三亚开展食用农产品整治行动 查处4批次超标水产品,1
三峡水利65亿收购案遭否 中信证券等两豪门护航失利,1
三维通信(002115.SZ)终止发行股份购买资产 今早复牌,0
三维通信(002115.SZ)终止发行股份购买资产 今早复牌,1
三圣股份：所售商品砼价格有所上涨 同时材料价格上升较快,1
三钢闽光与亿鑫钢铁中止钢铁产能合作西本新干线,1
赛卓药业拟注销成都分公司 称不会对公司盈利产生不利影响,1
萨克森股东王申减持100万股 权益变动后持股比例为36.49%,1
润和软件遭责令改正 会计政策不当现金披露数据不准确,1
润和软件被责令改正 政策使用不当致半年报数据错误,1
闰土股份(002440.SZ)：阮加春和阮兴祥已合计减持1610万股,1
软控股份：财务总监李颉先生辞职,0
软控股份(002073.SZ)：袁仲雪及其一致行动人质押约1.20亿股,1
入股12年暴赚148倍！浙江东方（600120.SH）欲再度出售海康威视股权,0
融资租赁”购车：是“陷阱”，还是“馅饼”？,0
融信首席营销官张文龙离职，加盟曹舟南团队,0
融信首席营销官张文龙离职 加盟蓝绿城,0
日系车激战中国市场，冰火两重天,1
日媒:日将立法限制中国高科技产品 5G基站为适用对象,0
日厂电子零件出货额创2016年以来最大减幅！电容狂减2成,1
日厂电子零件出货额创2016年以来最大减幅！电容狂减2成,1
日播时尚存货高企仍扩产能 成立13年品牌半年亏1400万,0
日播时尚存货高企仍扩产能 成立13年品牌半年亏1400万,1
日本：销量微下滑 转型压力大,0
人民银行开出五张罚单 皆因“未按规定履行客户身份识别义务”,1
人民币理财——-保本加速退场 净值还欠火候,1
人福医药：董事会为控股子公司人福湖北、武汉普克、人福康诚提供担保,1
雀巢等洋奶粉检出矿物油 专家称含量不足以危害健康,1
雀巢等洋奶粉检出矿物油 专家称含量不足以危害健康,1
全球银行业大裁员,0
全面 | 2019年银行大事件回顾,1
全国600亿快递量，为何绿色包装不到1/6？,1
全国600亿快递量，为何绿色包装不到1/6？,1
去年超3000家奶茶企业倒闭，暴富美梦该停了？,0
"去年12月住宅楼宇买卖合约3,184份 按月跌44.7%",0
去产能煤矿资产减值没定数 新集能源再计提11亿元减值准备被问询,1
取消汽车限购政策不断，为何地方实施困难重重？,1
青岛中程仍背负赔偿责任 前董事长之子股份再遭冻结,0
青岛西海岸旅游市场专项执法，15家旅行社被责令整改,1
青岛港被惠理集团减持33.1万股,1
勤上股份违规收监管函 3169万买地与房8年未完成过户,1
侵权公司正式向科大讯飞道歉,0
抢票软件变黄牛：收费藏猫腻 加速包抢不过手动买票,1
强盛股份股东顾屹立减持90万股 权益变动后持股比例为9.13%,1
强力输血*ST鹏起 万方系“卷土重来”？,1
强监管旋风不停！多地金融局公布融资租赁公司经营异常名单，行业过半公司或关闭,1
浅析海正药业终止20个在研项目,1
潜望｜闭店、收缩、转型…生鲜电商正被死亡缠绕,1
前收关注函后收监管函，勤上股份“故事多”！前三季度净利下滑高达98%,1
前三季大赚19亿，年底要计提资产减值准备11亿！这家公司高增长要打折？交易所：是否去年计提不足？,1
前海天玑财富折戟“海航基础”，13.85亿私募基金疑陷危机，恐波及上市股东“刚泰控股”和“宝鹰股份”,0
前高管闪电跳槽小米 联想回应：与高管均签有竞业禁止条款,0
前11月汽车制造业利润总额同比下降13.9%,1
仟源医药(300254.SZ)：张振标累计减持172.51万股 减持计划提前实施完毕,0
千亿汽车销售帝国的黄昏：庞庆华不认输！押全部身家最后一赌,1
千山药机有多惨！签个合同都遭交易所问询,0
千山药机收深交所关注函 被要求说明是否信息披露滞后,0
千山药机收深交所关注函,0
千方科技(002373.SZ)拟对无法收回的应收账款和其他应收款719.43万元进行清理核销,1
汽车行业进入深度调整期，经销商如何在冬天也能高歌猛进,1
起于消费升级 败于消费升级 “内衣第一股”都市丽人沦为仙股,1
启迪国际(00872)预期2019年亏损同比将扩大,0
企业破产潮骤至 2019动力电池行业的真实写照?,1
企业破产潮骤至 2019动力电池行业的真实写照?,1
"其士国际(00025.HK)作价4,202万美元出售安老院舍物业",0
"其士国际(00025.HK)作价4,202万美元出售安老院舍物业",1
普莱医药：国内首个进入临床研究的抗菌肽，钻研高效、低毒副作用的抗菌肽药物,0
普邦股份(002663.SZ)：两名董事、高管拟合计减持不超171.58万股,0
培力控股(01498.HK)拟「二供一」筹逾亿元复牌挫逾两成,0
泡沫过后 电子烟入局者们仍然前路险峻,0
盘点2019年银行业被开千张罚单！谁是年度“罚单王”？,0
盘点2019 | 地产行业的九大关键词,1
欧瑞欣合副总经理朱亚林辞职 不持有公司股份,1
欧普康视(300595.SZ)：欧普民生累计减持184.315万股,0
欧盟最严汽车碳排管控将至 消费者不买电动车的账,1
欧盟最严汽车碳排管控将至 消费者不买电动车的账,1
欧美银行业近四年最大规模裁员 总计划裁员人数逼近8万,1
欧比特(300053.SZ)：3名董监高合计减持382.25万股 减持数量均已过半,0
诺泰生物因未及时披露重组事项遭自律监管,1
诺普信(002215.SZ)：融信南方累计减持1414.59万股 减持数量过半,0
诺普信(002215.SZ)：融信南方累计减持1414.59万股 减持数量过半,1
诺力股份(603611.SH)：丁晟解质300万股及质押482万股 丁毅质押620万股,1
农业农村部：目前猪肉批发价较11月价格高峰下降18.15%,1
农业农村部：目前猪肉批发价较11月价格高峰下降18.15%,1
镍资源国际正积极寻求债务重组计划替代方案,0
年终盘点|2019农资行业十大并购整合事件！撤退如潮,1
年终盘点：2019年，这些光伏企业“嫁身”国资,0
年终盘点：2019年，这些光伏企业“嫁身”国资,1
年终盘点 | 2019鞋行业关键词TOP6：亏损、退市、破产、被调查,1
年内逾50家银行机构涉房贷款违规被罚 处罚金额合计超千万,1
年末网购狂欢节问题层出不穷,1
年底爆雷！利润虚增14亿，还牵涉京东方，昊华能源一字跌停！公司最新回应来了......,1
年底“爆雷”太突然！公司股价一字板跌停，创5年来新低！,1
年报信披延迟 绿博低碳被纪律处分和自律监管,0
年报将“反转”？ 东航子公司加速混改奔上市,1
逆势做空股市 克拉克的对冲基金去年暴跌35%,0
你买的羊绒衫真是羊绒吗？消协测了60件……,0
拟向同一接盘方出售两子公司股权，广东甘化收关注函,1
拟10转10派20，拉卡拉二连板，盘前收深交所关注函,1
南通规定严重失信经纪服务人员将被限制从业,0
南宁共享单车屡遭未成年人破坏 律师：家长应赔偿,0
南京证券前副总裁黄锡成加盟基石资本,0
南京市市场监督管理局：7批次食品不合格,0
南京高价地博弈限价政策 地王项目疑似被约谈,1
南方能源3矿暂停经营 重大不利影响年度业绩表现,0
南方能源3矿暂停经营 重大不利影响年度业绩表现,1
南方汇通：副总经理许国樑先生辞职,1
南北两大旅游目的地掀监管风暴,0
募集资金使用违规等，证大文化及相关责任主体被自律监管,0
莫让众筹 变众愁,1
摩诘创新总经理段峰辞职 不持有公司股份,1
明阳智能为全资子公司明阳新能源科技申请不超过4000万元资金提供担保,0
明阳智能为全资子公司明阳新能源科技申请不超过4000万元资金提供担保,1
秒跌停！38万手筹码疯狂出逃！曾在万科赚上百亿 姚老板又看上TA了,1
面向2020年 河北钢铁业路在何方？,1
面对疾风吧 业绩开门黑考验“茅粉”持股能力,0
面对疾风吧 业绩开门黑考验“茅粉”持股能力,1
梦东方(00593.HK)委任周金为执行董事,0
梦东方（00593）周政辞任行政总裁 周金接任,0
美药管局暂时禁售部分香味电子烟,0
美牙速成班抹除招牌被曝后 仍在靠噱头招生,0
美图曾比肩腾讯，如今艰难求存，颜值经济还能美多久？,0
美年健康与爱康国宾商业秘密、计算机软件著作权案一审宣判,0
美年健康与爱康国宾商业秘密、计算机软件著作权案一审宣判,1
美联楼价指数按周跌约0.58% 连跌五星期,1
美丽生态并不“美” 信披问题一大堆正遭股民索赔,0
美丽生态并不“美” 信披问题一大堆正遭股民索赔,1
美国食品药品管理局（FDA）就一些调味电子烟产品发布禁令,0
美国时尚零售一泻千里！Forever 21关350家Gap关230家,1
美国假日季消费：线上强劲 实体冷清,1
美国：车市持续低迷,0
每月产量仅几十辆，有经销商称力帆汽车川渝4S店关停,0
每月产量仅几十辆，有经销商称力帆汽车川渝4S店关停,1
煤市头条：沿海动力煤询货增加货源不足 ！年底炼焦煤煤矿停产数量增多,1
煤老板背锅？500亿“民电巨头”评级N次遭下调，20亿债券咋还？,0
煤电前路：冬已去，春未来？,1
煤电前路：冬已去，春未来？,1
没有只涨不跌的房价，也没有只升不降的房租,1
茂业商业因对外借款未按期收回事项遭上交所问询,0
茂业商业因对外借款未按期收回事项遭上交所问询,1
茂业商业回应上交所质询 其子公司对外提供4亿借款到期仍未偿还,0
茂业国际(00848.HK)附属授出之4亿人币借款未获偿还,0
茂业国际(00848.HK)附属授出之4亿人币借款未获偿还,1
茅台预告增长放缓 股价大跌,0
茅台预告增长放缓 股价大跌,1
茅台业绩增速不达预期，股价大跌，成交额创新高,1
茅台业绩大降速 市值一夜蒸发665亿,0
茅台四季度净利罕见下滑！李保芳喊话：长期保持30%左右的增速 不理性不现实,0
茅台去年净利增速不及机构预期 股价跌破1100元/股,0
茅台开年大跌，市值蒸发660亿,0
茅台假酒产业链：2700元飞天茅台的酒瓶装70元王子酒,0
茅台股价创3个月来新低！跌破1100元关口！机构们都这么说,0
茅台跌落神坛？连续两日大跌，市值蒸发超1200亿，原因在这里,0
茅台(600519.SH)两日大跌近8%，市值蒸发逾1200亿元，会是机会吗？,0
马来西亚对从中国与韩国等国进口的铁和非合金钢冷轧板卷征收反倾销税,1
绿茵生态股东国信弘盛拟减持208万股 占其所持25%,1
绿茵生态股东国信弘盛拟减持1%股权,1
绿地控股(600606.SH)第一大股东解除质押4.46亿股,0
绿地大股东4.46亿股份解除质押 占公司总股本比例3.66%,0
绿城中国业绩与品质双双大降 地产界“苹果”盛名难副,1
绿城中国(03900.HK)向关连项目公司提供最多1.58亿人币贷款,1
绿城“换挡”提速：中交系“换血”管理层，拿地激增113%，新增货值2000亿,0
绿城“换挡”提速：中交系“换血”管理层，拿地激增113%，新增货值2000亿,0
栾秀菊因退休辞任中国食品董事总经理，庆立军接任,1
路通视信股东解除一致行动关系 实控人原“盟友”齐推减持计划,0
路通视信(300555.SZ)多名股东拟合计减持不逾10.36%股份,0
路劲常州两楼盘接连遭遇维权 减配潮下律师提醒业主注意保留证据,1
楼市打响收官之战 上海地王陷入“进退两难”,0
龙翔电气分管运营的副总经理张娜辞职 持有公司0.59%股份,1
龙净环保：控股股东质押2330万股 累计质押占总股本15.57%,0
龙净环保(600388.SH)控股股东补充质押2330股,0
六问宝能收购长安PSA,0
六个核桃为什么成不了可口可乐？,1
柳传志刚退休，雷军就搞事！挖走联想"最懂手机"的男人，更有激烈"碰瓷"…,0
流拍资产获国资“兜底”承诺 *ST盐湖重整有望加速推进,1
零跑汽车 造车四年 亏损严重 销量不及,1
羚锐制药：高管拟在6个月内减持不超过公司总股本0.01%的公司股份,0
灵康药业(603669.SH)：股东陶灵刚减持时间过半 累计减持319.27万股,0
林达控股(01041.HK)终止出售新汇银全部股份,0
两日暴跌近10%，股价失守1100，贵州茅台在主动进行“预期管理”？,0
联想手机主帅竟去小米 背后竞业协议惹争议,1
联想手机“联想”不到未来,0
联想回应常程跳槽小米：所有高管均签有竞业禁止条款,0
联想回应常程跳槽小米：所有高管均签有竞业禁止条款,1
联想回应常程离职:所有高管均签有竞业禁止条款,1
联想回应“常程跳槽小米”：签有竞业禁止条款，小米称：没有竞业条款,0
联想高管加入小米，曾疯狂“碰瓷”小米，如今被雷军“收服”！,1
联想常程跳槽小米，“好戏”不断,1
联想“失常”：3年更换4位手机业务负责人 核心缺陷始终无解,1
联创股份全资子公司上海激创因合同纠纷涉诉 支付原告服务费689.70万元,0
联创股份(300343.SZ)高管王宪东拟减持不超26.17万股,0
连续两年更换审计机构 *ST新海遭盘问,0
连年亏损，酒鬼酒，爱“闹鬼”,1
连跌两日！贵州茅台超1200亿市值蒸发，券商：茅台酒仍有继续提价能力,0
立信会计所吃警示函 执业高鸿股份项目中存两项违规,1
历史遗留问题或仍影响青岛中程,0
历史遗留问题或仍影响青岛中程,1
力诺系资本沉浮,0
力诺系资本沉浮,1
李子柒"带货“星期六暴涨 李子柒真的救得了星期六嘛？,1
李子柒"带货“，星期六暴涨，谁来高位给网红站岗？,1
离职潮再起 房企职业经理人未来在哪,1
雷军卸任金山系公司执行董事 后者旗下一公司增资至5000万,0
勒泰集团温嘉明辞任独立非执董 公司正物色合适人选,1
乐透互娱主席潘正明辞任 由张静接任,0
乐透互娱(08198.HK)委任张静为董事会主席,0
乐透互娱(08198.HK)董事会主席变动,0
乐视网遭深交所纪律处分！1月8日上午将开致歉会,0
乐视网遭深交所公开谴责处分 贾跃亭被禁止担任上市公司要职,0
乐视网遭深交所公开谴责处分 贾跃亭被禁止担任上市公司要职,1
乐视网遭深交所公开谴责 涉及贾跃亭非法占用资金和违规,0
乐视网遭深交所公开谴责 存在控股股东关联方资金占用等六大问题,0
乐视网因违规担保等遭深交所公开谴责,0
乐视网因违规担保等遭深交所公开谴责,1
乐视网被深交所公开谴责：涉违规担保等问题，将开线上致歉会,1
乐视网被深交所公开谴责,0
乐视网被深交所公开谴责,1
乐视网/贾跃亭遭公开谴责：终身不能担任上市公司高管,0
乐视网/贾跃亭遭公开谴责：终身不能担任上市公司高管,1
老牌电力设备制造商长高集团被国家电网拉黑 中标全靠贿赂打高分？,1
朗迪集团：陈赛球减持期届满 累计减持2.39万股,0
朗博科技3位高管拟减持公司股份,1
兰州布病原因查明，超标排放药厂应该承担多大的责任？,1
兰州布病事件后续：当地政府组织中牧股份兰州厂周边居民排查布病感染,1
兰太实业与客户对账相差188万报案 员工：按约买材料,0
莱美药业实控人拟委托表决权 中恒集团有望入主,0
莱美药业实控人拟委托22.7%表决权 中恒集团还将计划增持13.5亿元,0
拉卡拉因“高送转”预案收关注函 深交所：是否存在股价炒作？,1
拉卡拉拟10转10派20 深交所：是否存炒作股价情形,1
拉卡拉回复深交所高送转预案是否合理,0
拉卡拉股票行情：高送转收关注函 或涉嫌炒作股价,1
拉卡拉高送转预案收关注函，要求说明是否存在炒作股价情形,1
拉卡拉称仅为易分期、房快贷合作推广方：不承担运营责任,0
拉卡拉称仅为易分期、房快贷合作推广方：不承担运营责任,1
拉卡拉8亿高送转股价二连板 深交所下发关注函,1
拉卡拉“高送转”收关注函：是否涉嫌炒作股价,1
葵花药业：副总经理、财务负责人张延辉先生辞职 李金明先生接任,0
亏本的托管与高昂的融资，华发“掏空”华发？,0
快讯：减持个股竞价表现,0
跨年夜 “爆雷” 基金和股民懵了!,0
库克“硬刚”移动，iPhone不想要中国市场了？网友：再见了苹果,1
控股股东欲转让股权 康跃科技或被资本入局,1
控股股东将易主 博汇纸业迎实控人变更,0
控股股东将易主 博汇纸业迎实控人变更,1
控股股东股权冻结波及上市公司 爱康科技被列入信用等级观察名单,0
科创新源第8大股东丁承拟清仓减持不超266万股,0
靠档计息定存产品被叫停，银行吸储“利器”没了,1
康跃科技拟向战略投资者转让股份,1
康跃科技拟向战略投资者转让25%,1
康跃科技控股股东拟大手笔转让股权，或涉公司控制权变更,1
康跃科技或将易主，业绩不佳控股股东转让股权,1
康强电子母公司电镀车间发生火灾 系员工操作不当,1
康强电子：母公司电镀车间发生火灾事故,1
康强电子(002119.SZ)：母公司电镀车间因员工操作不当引发火灾事故,1
康恩贝：唯一销售过十亿产品出医保 研发不够投资凑,0
康达尔两宗土地获延期动工，记者走访：三期地块打地基,0
恺英网络卷入传奇IP纷争 被索赔76.6亿股价应声跌停,0
凯众股份(603037.SH)：聚磊投资完成减持2%股份,0
凯撒旅业(000796.SZ)：海航旅游质押的股份展期 涉及8065.0045万股,1
开元物业收到终止上市审查通知书,0
开元物业收到终止上市审查通知书,1
开眼界！这家上市公司印章失控！盘点2019年A股公司的奇葩事,1
开年第一单！云南前首富赵兴龙被罚款2200万元！,0
开能健康(300272.SZ)：袁学伟累计减持8.53万股 减持计划已完成,0
开滦股份：为子公司唐山中浩公司提供担保,0
君正集团终止部分募投项目 12亿募集资金用于补血,0
君正集团终止部分募投项目 12亿募集资金用于补血,1
聚力文化回复问询函：已补办公司和文娱板块子公司印章,1
巨亏10亿元，“中国版维密”惨变1元股！内衣上市公司的冬天有点难熬,1
居然之家商家跑路 经理辱骂媒体 拒绝承担责任,1
狙击南宁百货背后 8年来宝能系“进出”上市公司超120家,1
救急加救命：2020房企继续折价上市,1
酒姿势：掀开甜蜜素的红盖头,1
酒鬼酒甜蜜素事件发酵 举报人：工作人员企图销毁证据,1
酒鬼酒近三年产品抽检合格 但“甜蜜素事件”尚未终结 ？,0
酒鬼酒风波未完，江西这3批次酒产品检出了违禁甜蜜素！含糯米酒,0
酒鬼酒被举报添加甜蜜素之谜：就是没人去检测那批“问题酒”,1
久日新材仍处于“破发”状态 上市后股价下挫19次最高日跌幅6.5%,1
九洲电气(300040.SZ)：实控人质押1500万股及解押1792万股,1
九极生物9千万“贱卖”：欲打造“第二个无限极”梦想破灭,0
竞争对手或成实控人 博汇纸业遭上交所闪电问询,0
竞争对手或成实控人 博汇纸业遭上交所闪电问询,1
净利润加速下滑 翔港科技能否靠化妆品扭转颓势,1
净利润大跌门店数量骤降，周黑鸭无奈开放加盟可否“逆袭”？,1
净利率未达5%负债率已破60% 华为概念加持东山精密实控人套现忙,1
警惕！40亿假承兑汇票流出！行业“讨债大战”集中爆发！,0
警惕！40亿假承兑汇票流出！行业“讨债大战”集中爆发！,1
晶瑞股份总经理吴天舒辞职 持股市值为13129.49万元,1
经营异常融资租赁公司发布 上海共计290家,1
京博物流取消一投资计划 今年业绩已大幅下滑,1
劲胜智能(300083.SZ)股东冯建华拟减持不超1%股份,0
近12亿应收保理款已逾期 *ST中科将3.5亿贷款本息债务转让,1
进口车车主注意！年底最后一波召回，有14款车会被报废,0
金圆股份：控股股东质押1000万股 累计质押占总股本22.43%,1
金鹰股份：控股股东质押1100万股 累计质押占总股本30.03%,1
金鹰股份(600232.SH)控股股东质押1100万股,1
金融租赁承租人违约数量猛涨背后,1
金融租赁承租人违约数量猛涨背后,1
金融租赁承租人违约数量猛涨背后,1
金莱特延期回复深交所关注函,0
金鸿控股遭“举牌”未披露 或涉信披违规,0
金鸿控股遭“举牌”未披露 或涉信披违规,1
金辰股份毛利率三连降 募投项目疑点多两次被问询,0
金辰股份毛利率三连降 募投项目疑点多两次被问询,1
金百万停业风波背后：一边关店一边开新店，上市不到两年终止挂牌,1
今年新能源车市骤然降温 明年冷风继续吹？,0
借壳上市？ST亚星拟收购科源制药、宏济堂100%股份 可能构成重组上市,1
借壳ST亚星 济南最大民企力诺集团进击资本市场,1
界龙实业：18起证券虚假陈述纠纷撤诉 累计金额250万,1
捷成股份(300182.SZ)：珠海节睿累计减持1287.48万股 减持数量已过半,0
交通银行前3季信用减值损失369亿 安徽分行又遭举报,0
交通银行前3季信用减值损失369亿 安徽分行又遭举报,1
江苏国信(002608.SZ)：约23.58亿股限售股1月6日解禁,0
健合集团存货18亿同比增三成 罗飞200亿目标年增26%被指空谈,1
建设银行海南违法遭罚70万,0
建科机械四度IPO终过会：政府补贴超两成，销售费用率高企,0
建材家居破局 切勿盲目转型跟风,0
监管回复钱端投资人：招商银行与钱端合作业务未向监管申请或备案,1
艰难求生！农商行不良率屡“爆表” 个别超20%,1
坚瑞沃能重整计划获批准 30日开市起复牌,1
坚瑞沃能重整计划获批通过 拟通过转增股份解决债务危机,1
坚瑞沃能今日复牌 重整计划获西安中院批准,1
坚瑞沃能：法院裁定批准公司重整计划 30日复牌,1
坚瑞沃能(300116.SZ)：沃特玛的公章、印鉴、证照及工商底档等资料的交接工作已完成 公司已不再控制沃特玛,1
假日气氛浓 二手成交淡,1
假日气氛浓 二手成交淡,1
假回购真减持？齐家网高管合计套现超5700万港元,0
贾跃亭遭到公开谴责 终身不适合担任上市公司董监高,0
嘉兴南湖：19家印染厂限期关停 全面淘汰 最迟2020年11月30日,0
嘉定宝龙广场 三年深套多少业主,0
家用摄像头变偷拍器 私密视频网上卖,1
家居建材广告语有名无实 市民选购勿轻信,1
加加食品：总经理变更,0
济南首富高元坤归来 力诺系再闯资本市场,0
济南首富高元坤归来 力诺系再闯资本市场,1
集体用地建住宅并未全面禁止 租赁房共产房皆是方向,1
集泰股份(002909.SZ)：安泰化学质押802万股,0
吉林省市场监督管理厅关于15批次食品不合格情况的通告（2019年第53期）,1
吉林省市场监督管理厅关于15批次食品不合格情况的通告（2019年第53期）,1
吉林森工股份被拍卖 竞拍牛人账面月盈利超2000万,1
吉林森工15亿资产回售一年半未完成 控股股东屡抛资产被疑转嫁债务危机,1
机器人：董事、高级副总裁王宏玉同志辞职,0
霍普金斯财务负责人李秀洁辞职 不持有公司股份,1
活久见！神州优车在工位宣读裁员：单方面解除劳动关系 不服找仲裁委,1
浑身是雷的暴风集团再添一根“稻草”：拖欠机房服务器费用被终止服务，上午股价跌逾3%,0
"惠陶集团(08238.HK)指北京众乐仍未偿付1,000万元之背对背贷款",1
惠发食品闪崩跌停 前三季净利亏损4000万同比降300%,0
惠发食品盘中闪崩跌停，从12月以来股价涨幅高达127％,0
惠发食品股价盘中闪崩跌停 股东减持“套现”逃离,0
惠发食品股价翻倍后今日跌停 董秘回应：与公司经营无关联,0
会计政策使用不当导致年报数据错误 润和软件遭监管责令改正,1
回望车市2019：寒冬中看到变革的萌芽,0
回望2019年：广电行业，我太难了！,0
回望2019，问道2020 | 重整山河再出发，江淮汽车的2019与2020,0
煌上煌：子公司排放污水总磷浓度超标被罚100万元,0
黄奇帆：中国地产大趋势，开发商数量会大幅度下降！,1
黄奇帆：中国地产大趋势，开发商数量会大幅度下降！,1
环旭电子市值7天蒸发108亿 31亿诡异并购标的业绩离奇大增,1
"环球数码创意(08271.HK)被法院判赔逾4,547万人币",0
环球数码创意(08271)：法院判广东文化产业园支付场地和物业使用费及利息损失共计4547万,0
华正新材：股东钱海平拟清仓减持不超5.57%,0
华正新材：股东拟减持不超5.57%股份,0
华正新材：持股5.57%的股东钱海平拟清仓减持,0
华正新材：持股5%以上股东拟减持不超过721万股 占比5.57％,0
华正新材(603186.SH)股东钱海平拟减持不超5.57%股份,0
华源控股(002787.SZ)：实控人之一李志聪解除质押825万股,0
华谊依旧钱紧！申请银行综合授信4亿，子公司904万卖股权,0
